id,label,kind,degree,roles
rule_alignment_ethical_axis,Ethical Axis,rule,2,
rule_alignment_graph,Alignment Graph,rule,8,aggregator
rule_alignment_languages,Alignment Languages,rule,13,gated_privilege
rule_alignment_moral_axis,Moral Axis,rule,2,
rule_antipathy,Antipathy,rule,1,
rule_apprenticeship,Apprenticeship,rule,6,
rule_argument,Argument With Party Members,rule,2,
rule_armorial_bearing,Armorial Bearing,rule,1,
rule_assassination,Assassination,rule,3,advancement_currency
rule_assassins_guild,Assassins Guild,rule,4,
rule_assistant_casters,Assisting Magic-Users,rule,2,
rule_astral_plane,Astral Plane,rule,7,
rule_atonement,Atonement,rule,2,
rule_attack_form,Attack Form,rule,2,
rule_availability,Availability,rule,1,
rule_awareness,Awareness,rule,2,
rule_barbarian_horde,Barbarian Horde,rule,7,time_sink
rule_barding,Barding,rule,2,logistical_burden
rule_barrier,Physical or Magical Barrier,rule,4,
rule_battleflag,Battle Flag,rule,3,
rule_birth,Circumstances of Birth,rule,6,
rule_body_part_loss,Loss of Body Part or Function,rule,3,
rule_body_system,Area of Body Affected,rule,17,modifier_source|trigger_source
rule_braced,Braced Opponent,rule,1,
rule_bravery,Bravery,rule,2,
rule_breath_weapon,Breath Weapon,rule,1,
rule_building_site,Building Site,rule,2,
rule_capsizing,Capsizing,rule,2,
rule_caster_occupied,Caster Occupied,rule,1,
rule_ceremony,Druidic Ceremony,rule,22,boundary_marker
rule_chance_know_spell,Chance to Know Each Listed Spell,rule,9,resolution_machinery
rule_chaotic_act,Chaotic Act,rule,1,
rule_char_age,Character Age,rule,3,
rule_char_gen,Character Generation,rule,4,
rule_character_actions,Character Actions,rule,13,
rule_charges,Charges,rule,14,resource|sink
rule_chivalric_code,Code of Chivalry,rule,5,
rule_cleric_bonus_spells,Cleric Bonus Spells,rule,2,
rule_cleric_spells,Cleric Spells,rule,27,consumer|gated_privilege|tuning_point|wealth_sink
rule_climate,Climate and Weather,rule,2,
rule_coercion,Forced Offer,rule,1,
rule_communication,Communication,rule,11,
rule_comprehension,Comprehension,rule,1,
rule_concealment,Concealment,rule,8,
rule_confrontation,Confrontation,rule,2,
rule_consecrated_area,Evil Area,rule,3,
rule_control,Control by Another Entity,rule,1,
rule_counterspy,Counterspies,rule,3,
rule_cover,Cover,rule,6,
rule_crowding_filth,Crowding and Filth,rule,1,
rule_crude_construction,Crude Construction,rule,1,
rule_cryptography,Codes and Ciphers,rule,1,
rule_current,Ocean Currents,rule,1,
rule_death,Death,rule,4,
rule_death_age,Death Due to Age,rule,11,override_source
rule_declared_action,Declared Action,rule,25,gated_privilege|override_source
rule_deity,Deity,rule,69,aggregator|gated_privilege|gatekeeper|modifier_source|trigger_source|triggered_procedure|tuning_point
rule_deity_change,Changing Deities,rule,7,
rule_deity_servants,Lesser Servants of the Deity,rule,1,
rule_depth,Water Depth,rule,2,
rule_desecration,Desecration,rule,2,
rule_detect_evil,Detect Evil,rule,1,
rule_detection,Detection,rule,10,gated_privilege
rule_detection_invisibility,Detection of Invisibility,rule,7,resolution_machinery
rule_dice_convention,Dice Conventions,rule,4,
rule_dice_probability,Dice Probability Curves,rule,15,resolution_machinery
rule_direction,Degree of Direction,rule,1,
rule_discipline,Discipline and Activity,rule,1,
rule_disease,Disease,rule,24,time_sink|triggered_procedure
rule_disease_occurrence,Occurrence,rule,3,
rule_disease_severity,Severity,rule,10,time_sink
rule_disguise,Disguise,rule,14,tuning_point
rule_dishonor,Dishonor,rule,1,
rule_disorientation,Disorientation,rule,2,
rule_displacement,Displacing the Leader,rule,3,
rule_distraction,Distraction,rule,13,triggered_procedure
rule_dm_discretion,DM Discretion,rule,59,gatekeeper|modifier_source|override_source
rule_druid_spells,Druid Spells,rule,4,
rule_druidic_language,Druidic,rule,1,
rule_dual_class,The Character with Two Classes,rule,5,
rule_dweomercraeft,Dweomercraeft,rule,1,
rule_encumbered_opponent,Encumbered or Off Balance,rule,1,
rule_enlistment_length,Length of Enlistment,rule,2,
rule_enlistment_type,Type of Association,rule,1,
rule_entanglement,Entanglement,rule,6,
rule_ether_cyclone,Ether Cyclone,rule,4,time_sink
rule_ethereal_plane,Ethereal Plane,rule,7,attrition_pressure
rule_evil_act,Evil Act,rule,1,
rule_extreme_cold,Extreme Cold,rule,1,
rule_false_information,False Information,rule,1,
rule_false_map,False Map,rule,1,
rule_familiar,Evil Familiar,rule,1,
rule_family_line,Family Line,rule,1,
rule_fanatical_spy,Fanatical Spy,rule,3,
rule_fascinate,Fascinate,rule,5,
rule_fear,Fear or Religious Awe,rule,16,triggered_procedure
rule_field_tier,Field Tier,rule,2,resolution_machinery
rule_firearms,Firearms,rule,5,
rule_flaming_oil,Flaming Oil,rule,1,
rule_flying_mount,Flying Mount,rule,4,wealth_sink
rule_follower_arrival,Follower Arrival,rule,4,time_sink
rule_follower_leader,Follower Leader,rule,3,
rule_foraging,Finding Food,rule,1,
rule_free_action,Free Action,rule,1,
rule_freehold,Freehold,rule,4,
rule_gambling,Gambling,rule,3,
rule_game_balance,Game Balance,rule,5,
rule_gaze_attack,Gaze Attack,rule,2,
rule_gem_properties,Gem Magical Properties,rule,8,
rule_gem_variation,Increase or Decrease of Worth,rule,8,
rule_generation_method_i,Method I,rule,1,
rule_generation_method_ii,Method II,rule,1,
rule_generation_method_iii,Method III,rule,1,
rule_generation_method_iv,Method IV,rule,1,
rule_generation_method_v,Method V,rule,7,
rule_genre_conversion,Genre Conversion,rule,8,
rule_grandfather_assassins,Grandfather of Assassins,rule,3,
rule_grappling,Grappling,rule,1,
rule_greater_mistletoe,Greater Mistletoe,rule,0,
rule_ground_scale,Ground Scale,rule,5,
rule_health,Physique Health and Fitness,rule,1,
rule_heat,Heat,rule,2,
rule_helmet,Helmet,rule,7,logistical_burden
rule_henchman_acceptance,Acceptance Interest,rule,9,tuning_point
rule_herbs,Herbs,rule,9,
rule_hit_dice,Hit Dice,rule,1,
rule_hit_location,Hit Location,rule,2,
rule_hit_points,Hit Points,rule,81,advancement_currency|modifier_source|trigger_source|tuning_point
rule_holing_up,Holing Up,rule,2,
rule_holy_place,Monastery or Abbey,rule,1,
rule_holy_symbol,Holy Symbol,rule,3,
rule_holy_water,Holy Water,rule,11,
rule_hospitality,Hospitality,rule,2,
rule_hp_recovery,Hit Point Recovery,rule,8,
rule_hull_value,Hull Value,rule,4,
rule_illusion,Illusion of High Comeliness,rule,6,
rule_immobile,Total Immobility,rule,16,triggered_procedure
rule_imprisonment,Imprisonment,rule,2,
rule_information,Information,rule,15,gated_privilege
rule_informational_spells,Informational Spells,rule,2,
rule_inner_planes,The Inner Planes,rule,2,
rule_insanity,Insanity,rule,19,triggered_procedure
rule_instant_death,Instant Death,rule,4,triggered_procedure
rule_invisibility,Invisibility,rule,10,
rule_involuntary_change,Involuntary Change,rule,5,
rule_item_appraisal,Appraisal,rule,3,
rule_item_destruction,Item Destruction,rule,31,accumulator|advancement_currency|triggered_procedure
rule_item_material,Item Material,rule,4,resolution_machinery
rule_languages,Languages,rule,29,gated_privilege|gatekeeper
rule_lay_on_hands,Lay on Hands,rule,5,
rule_level_title,Level Title,rule,2,
rule_liege_status,Liege Incapacitated or Slain,rule,4,
rule_lifespan,Lifespan,rule,8,resource|sink
rule_lifting,Lifting Capacity,rule,4,logistical_burden
rule_light,Light,rule,16,aggregator|override_source
rule_light_source,Light Source,rule,11,boundary_marker|consumer|time_sink
rule_lock_complexity,Lock Complexity,rule,1,
rule_looting,Looting,rule,1,
rule_loyalty_check,Loyalty Check,rule,15,trigger_source|triggered_procedure
rule_luck,Luck and Sixth Sense,rule,1,
rule_lycanthropy,Lycanthropy,rule,35,trigger_source|triggered_procedure
rule_lycanthropy_cure_regimen,Herbal Cure Regimen,rule,9,consumer|time_sink|wealth_sink
rule_magic_item_placement,Placement of Magic Items,rule,4,advancement_currency
rule_magic_item_use,Magic Item Use,rule,8,gated_privilege
rule_magic_resistance,Magic Resistance,rule,1,
rule_magic_user_spells,Magic-User Spells,rule,10,
rule_magical_attack,Magical Attack,rule,2,
rule_magical_closure,Magical Closure,rule,1,
rule_magical_control,Magical Control,rule,2,
rule_magical_substances,Describing Magical Substances,rule,1,
rule_magical_trap,Magical Traps,rule,1,
rule_man_overboard,Man Overboard,rule,2,
rule_map_or_magic,Map or Magic Determination,rule,3,
rule_map_scale,Map Scale,rule,1,
rule_mapping,Mapping,rule,3,
rule_materialism,Materialism,rule,1,
rule_medicine,Medicine,rule,1,
rule_mental_attack,Mental Attack,rule,1,
rule_miniatures,Miniature Figures,rule,2,
rule_missile_dodge,Dodging Missiles,rule,1,
rule_mission_category,Mission Category,rule,6,time_sink
rule_mixing_lenses,Mixing Eye Types,rule,1,
rule_mobility,Mobility,rule,1,
rule_monk_kill,Killing Blow,rule,5,
rule_monster_pc,Monster as a Player Character,rule,2,
rule_monster_term,Monster,rule,1,
rule_moon_phase,Moon Phase,rule,4,
rule_mount,Mount,rule,20,gated_privilege|modifier_source|wealth_sink
rule_movement_scale,Movement Scale,rule,2,
rule_multiclass,Multi-Class,rule,26,gated_privilege|override_source
rule_multiple_characters,Multiple Characters per Player,rule,1,
rule_mutation,Mental Mutations,rule,1,
rule_natural_sleep,Naturally Sleeping Opponent,rule,1,
rule_negative_material_plane,Negative Material Plane,rule,1,
rule_negotiation,Negotiation,rule,9,wealth_sink
rule_noise,Noise,rule,9,triggered_procedure
rule_npc_characteristics,NPC Personality Traits,rule,30,tuning_point
rule_npc_generation,NPC Ability Generation,rule,7,
rule_npc_magic_user,NPC Magic-User,rule,8,consumer|wealth_sink
rule_npc_only_classes,NPC-Only Class Access,rule,1,
rule_obedience,Obedience,rule,3,
rule_observer,Observer,rule,4,
rule_occupation,Occupation Type,rule,3,
rule_oil,Oil,rule,7,
rule_one_way_door,One-Way Egress,rule,1,
rule_open_hand_combat,Open Hand Combat,rule,7,
rule_order_of_march,Order of March,rule,4,
rule_outer_planes,The Outer Planes,rule,2,
rule_outnumbered,Outnumbered and Outclassed,rule,1,
rule_page_turn,Page Turning,rule,4,
rule_paladin_warhorse,Paladin's Warhorse,rule,6,time_sink
rule_parry,Parrying,rule,2,
rule_party_actions,Party Actions,rule,1,
rule_party_creation,Creating a Party,rule,9,
rule_party_losses,Party Casualties,rule,3,
rule_party_size,Pursued Party Size,rule,3,
rule_party_strength,Perceived Party Strength,rule,1,
rule_pc_expenses,Player Character Expenses,rule,7,resource|wealth_sink
rule_penance,Penance,rule,2,
rule_performance_rating,Performance Rating,rule,4,
rule_persuasiveness,Persuasiveness and Magnetism,rule,1,
rule_petrification,Petrification,rule,2,
rule_physical_activity,Physical Activity,rule,1,
rule_physical_power,Physical Power Endurance and Stamina,rule,1,
rule_piety,Regular Attendance,rule,2,
rule_place_of_worship,Place of Worship,rule,1,
rule_planar_travel,Ethereal Plane,rule,56,boundary_marker|gated_privilege|triggered_procedure
rule_player_character,Player Character,rule,19,boundary_marker
rule_player_diagram,Player Trap Diagram,rule,2,
rule_player_knowledge,Player Character Knowledge,rule,9,
rule_poison_detection,Poison Detection,rule,5,
rule_poison_ingested,Ingested Poison,rule,1,
rule_poison_insinuated,Insinuated Poison,rule,1,
rule_poison_study,Studied Poisoning,rule,1,
rule_poison_use,Use of Poison,rule,17,gated_privilege
rule_poisoned_weapon,Poisoned Weapon,rule,4,
rule_polearm,Pole Arms,rule,13,
rule_position,Position,rule,1,
rule_potion_use,Drinking a Potion,rule,4,
rule_prayer,Prayer and Meditation,rule,2,time_sink
rule_precautions,Target Precautions,rule,3,
rule_prime_requisite,Prime Requisite Experience Bonus,rule,9,boundary_marker|tuning_point
rule_prone,Prone or Helpless Opponent,rule,9,triggered_procedure
rule_protection_circle,Circle of Protection,rule,13,
rule_provisions,Food and Water Quality,rule,8,gated_privilege
rule_psionic_use,Use of Psionic Powers,rule,4,
rule_psychic_wind,Psychic Wind,rule,9,trigger_source
rule_quarters_support,Quarters and Support,rule,1,
rule_quest,Journey to Claim the Steed,rule,13,time_sink|triggered_procedure
rule_question_difficulty,Question Difficulty,rule,6,resolution_machinery
rule_quivering_palm,Quivering Palm,rule,5,
rule_racial_adjustment,Racial Ability Adjustment,rule,3,
rule_racial_distribution,Racial Distribution,rule,4,
rule_radiation,Radiation Resistance,rule,2,
rule_random_determination,Random Determination,rule,2,
rule_ranger_spells,Ranger Spell Use,rule,4,
rule_rare_commodities,Rare Commodities,rule,4,advancement_currency
rule_recognition,Recognition of Like Alignment,rule,1,
rule_recruitment_method,Recruitment Method,rule,9,wealth_sink
rule_related_questions,Related Questions,rule,1,
rule_repair,Small Repairs,rule,1,
rule_reputation,Reputation,rule,3,
rule_request_danger,Hazardous Requests,rule,1,
rule_research,Study and Research,rule,1,
rule_rest,Rest and Nourishment,rule,14,gated_privilege|time_sink
rule_resurrection_survival,Resurrection Survival,rule,2,
rule_retributive_strike,Retributive Strike,rule,1,
rule_revivification_limit,Lifetime Revivification Limit,rule,1,
rule_ring_malfunction,Ring Malfunction,rule,4,
rule_rounds_and_segments,Rounds and Segments,rule,1,
rule_sage_chance_to_know,Chance of Knowing,rule,14,consumer|time_sink|wealth_sink
rule_sage_cooldown,Sage Unavailability,rule,1,
rule_sage_efficiency,Sage Efficiency,rule,2,
rule_sage_harassment,Harassing the Sage,rule,2,
rule_sage_long_term,Long-Term Sage Employment,rule,3,wealth_sink
rule_sage_rest,Sage Rest and Recuperation,rule,3,time_sink
rule_sage_short_term,Short-Term Sage Employment,rule,5,wealth_sink
rule_sage_study_period,Sage Study Period,rule,1,
rule_sage_workload,Sage Workload,rule,1,
rule_scroll_mishap,Scroll Mishap,rule,3,
rule_scroll_scribing,Scribing a Scroll,rule,1,
rule_scroll_spells,Scroll Spells,rule,3,
rule_scroll_use,Reading Spell from Scroll,rule,1,
rule_scrying,Crystal Balls and Scrying,rule,13,
rule_secondary_skills,Secondary Skills,rule,13,gatekeeper
rule_secret_roll,Secret Dice Roll,rule,4,gatekeeper
rule_secret_variable,Secret Variable,rule,4,
rule_service,Service,rule,2,
rule_setting,Underground or Outdoors,rule,1,
rule_setting_traps,Setting Traps,rule,14,gated_privilege|wealth_sink
rule_sex,Character Sex,rule,10,
rule_shield,Shield,rule,16,logistical_burden
rule_ship_damage,Ship Damage,rule,5,
rule_ship_dimensions,Length and Width,rule,2,
rule_ship_propulsion,Sails or Oars,rule,3,
rule_ship_repair,Repairing Damage,rule,4,consumer|time_sink|wealth_sink
rule_siege,Siege Operations,rule,1,
rule_siege_engine,Siege Engines,rule,18,override_source|resolution_machinery|tuning_point
rule_silver_cord,Silver Cord,rule,3,
rule_size,Size Differential,rule,1,
rule_special_ingredient,Special Ingredient,rule,5,
rule_special_ink,Magical Ink,rule,6,wealth_sink
rule_spell_absorption,Spell Absorption,rule,4,
rule_spell_book,Spell Book,rule,17,consumer|gated_privilege
rule_spell_casting,Casting a Spell,rule,63,consumer|gated_privilege|resource
rule_spell_duration,Spell Duration,rule,2,
rule_spell_failure,Chance of Spell Failure,rule,7,triggered_procedure
rule_spell_level,Spell Level,rule,14,modifier_source|time_sink
rule_spell_level_access,High-Level Spell Access,rule,3,gated_privilege
rule_spell_memorization,Spell Memorization,rule,19,consumer|gated_privilege|resource|time_sink
rule_spell_range,Spell Range,rule,1,
rule_spell_research,Spell Research,rule,7,consumer|gated_privilege|time_sink|wealth_sink
rule_spell_reversal,Reversed Spells,rule,4,
rule_spell_slot,Memorized Spell,rule,1,
rule_spells_per_level,Spells Knowable Per Level,rule,1,
rule_sponsorship,Sponsorship,rule,1,
rule_spy_backtrace,Backtracing the Spy,rule,2,
rule_spy_discovery,Chance of Discovery,rule,11,
rule_spy_leadership,Spy Becomes a Leader,rule,1,
rule_spying,Spying,rule,13,gated_privilege|time_sink
rule_starting_level,Starting Level of Experience,rule,3,
rule_starting_money,Player Character Starting Money,rule,5,
rule_stress,Combat or Stealth,rule,1,
rule_stronghold,Stronghold,rule,16,gated_privilege|gatekeeper
rule_structure_collapse,Structural Collapse,rule,3,
rule_stun,Stunning Blow,rule,16,triggered_procedure
rule_superior_force,Obviously Superior Force,rule,1,
rule_surface,Surface,rule,1,
rule_surface_condition,Surface Condition,rule,1,
rule_surrender,Surrender,rule,3,
rule_swallow,Swallow Whole,rule,1,
rule_system_shock,System Shock Survival,rule,11,triggered_procedure
rule_teleport_error,Teleport Mishap,rule,2,
rule_temperature,Heating and Cooling,rule,8,
rule_terrain,Terrain,rule,24,gatekeeper|modifier_source|resolution_machinery
rule_thieves_cant,Thieves' Cant,rule,3,
rule_thieves_guild,Thieves Guild,rule,2,
rule_time,Time,rule,73,gatekeeper|resource|sink
rule_time_campaign,Time in the Campaign,rule,1,
rule_time_of_day,Time of Day,rule,5,gatekeeper|resolution_machinery
rule_torture,Torture,rule,6,
rule_tracking,Tracking,rule,1,
rule_trail_marking,Trail Marking,rule,1,
rule_training_status,Training or Status Level,rule,1,
rule_trap_injury,Injury on Failure,rule,3,
rule_trap_type,Mechanical or Magical,rule,1,
rule_traps,Traps,rule,4,
rule_travel_risk,Travel and Risk,rule,1,
rule_treasure_division,Division of Treasure,rule,11,advancement_currency
rule_treasure_placement,Placement of Monetary Treasure,rule,6,advancement_currency
rule_tricks,Tricks,rule,10,trigger_source
rule_turn_undead,Turning Undead,rule,7,gated_privilege
rule_turncoat,Turning Coat,rule,2,
rule_tutor,Tutor,rule,10,gatekeeper
rule_ultravision,Ultravision,rule,8,
rule_unconsciousness,Unconsciousness,rule,12,
rule_uncontrolled_fire,Uncontrolled Fire,rule,8,
rule_underwater,Underwater Adventures,rule,13,modifier_source
rule_unknown_information,Unknown Information,rule,2,time_sink
rule_vessel,Vessel Class,rule,9,
rule_volume,Volume and Bulk,rule,1,logistical_burden
rule_wall_surface,Wall Surface,rule,1,
rule_wand_backfire,Wand Backfire,rule,1,
rule_wandering_monsters,Wandering Monsters,rule,3,
rule_water_breathing,Breathing,rule,9,gated_privilege
rule_water_type,Fresh or Salt Water,rule,3,
rule_waterborne_travel,Waterborne Adventures,rule,10,gated_privilege
rule_weapon_of_choice,Weapon of Choice,rule,6,
rule_weight_distribution,Weight Distribution,rule,2,
rule_willpower,Willpower and Judgment,rule,1,
rule_wind,Wind Force,rule,7,
rule_xp_division,Adjustment and Division of Experience,rule,6,
rule_years_afflicted,Years as Lycanthrope,rule,1,
rule_zero_level_progression,Zero Level Progression,rule,3,
save_breath,Breath Weapon,save,13,triggered_procedure
save_magical_attack,Saving Throw vs Magical Attack,save,4,resolution_machinery
save_matrix,Saving Throw Matrix,save,74,aggregator|gatekeeper|triggered_procedure|tuning_point
save_petrify,Saving Throw vs Petrification,save,12,triggered_procedure
save_poison,Saving Throw vs Poison,save,56,accumulator|triggered_procedure|tuning_point
save_rod_staff_wand,Rod Staff or Wand,save,6,
save_spell,Spell,save,52,accumulator|boundary_marker|resolution_machinery|triggered_procedure|tuning_point
spell_abjure,Abjure,spell,2,
spell_aerial_servant,Aerial Servant,spell,1,
spell_air_walk,Air Walk,spell,4,
spell_alarm,Alarm,spell,1,
spell_alter_reality,Alter Reality,spell,4,
spell_animal_summoning,Animal Summoning,spell,1,
spell_animate_dead,Animate Dead,spell,2,
spell_animate_object,Animate Object,spell,1,
spell_anti_magic_shell,Anti-Magic Shell,spell,2,
spell_astral_spell,Astral Spell,spell,1,
spell_atonement,Atonement,spell,5,override_source|wealth_sink
spell_augury,Augury,spell,1,
spell_avoidance,Avoidance,spell,3,
spell_banishment,Banishment,spell,4,
spell_beguiling_charm_hypnosis_suggestion_spells,"Beguiling, Charm, Hypnosis, and Suggestion Spells",spell,2,
spell_binding,Binding,spell,8,
spell_blade_barrier,Blade Barrier,spell,1,
spell_bless,Bless,spell,4,
spell_call_woodland_beings,Call Woodland Beings,spell,3,
spell_cantrip,Cantrip,spell,46,consumer|gated_privilege|modifier_source|time_sink|trigger_source
spell_casting_time,Casting Time,spell,6,
spell_change_self,Change Self,spell,1,
spell_chant,Chant,spell,2,
spell_charm_monster,Charm Monster,spell,4,
spell_charm_person,Charm,spell,7,
spell_charm_spells,Charm Spells,spell,2,
spell_chromatic_orb,Chromatic Orb,spell,11,trigger_source
spell_cloak_of_fear,Cloak of Fear,spell,2,
spell_cloudburst,Cloudburst,spell,7,override_source
spell_cloudkill,Cloudkill,spell,2,
spell_combine,Combine,spell,2,
spell_command,Command,spell,2,
spell_commune,Commune,spell,2,
spell_component_material,Material Component,spell,7,resource
spell_component_somatic,Somatic Component,spell,6,
spell_component_verbal,Verbal Component,spell,5,
spell_components,Spell Components,spell,9,
spell_confusion,Confused,spell,3,
spell_conjure_animals,Conjure Animals,spell,8,
spell_contingency,Contingency,spell,8,
spell_continual_light,Continual Light,spell,0,
spell_control_weather,Control Weather,spell,0,
spell_create_food_and_water,Create Food & Water,spell,1,
spell_create_water,Create Water,spell,1,
spell_crystalbrittle,Crystalbrittle,spell,8,
spell_cure_blindness,Cure Blindness,spell,1,
spell_cure_critical_wounds,Cure Critical Wounds,spell,0,
spell_cure_disease,Cure Disease,spell,11,override_source
spell_cure_light_wounds,Curative Spells,spell,3,
spell_cure_serious_wounds,Cure Serious Wounds,spell,0,
spell_curse,Curse,spell,3,
spell_dancing_lights,Dancing Lights,spell,1,
spell_darkness,Darkness,spell,2,
spell_death_spell,Death Spell,spell,2,
spell_deaths_door,Death's Door,spell,3,
spell_delude,Delude,spell,2,
spell_detect_balance,Detect Balance,spell,1,
spell_detect_charm,Detect Charm,spell,0,
spell_detect_evil,Detect Evil,spell,4,
spell_detect_lie,Detect Lie,spell,1,
spell_detect_life,Detect Life,spell,1,
spell_detect_magic,Detect Magic,spell,12,
spell_detect_poison,Detect Poison,spell,2,
spell_dismissal,Dismissal,spell,4,
spell_dispel_evil,Dispel Evil,spell,2,
spell_dispel_magic,Dispel Magic,spell,13,override_source
spell_disruption,Spell Disruption,spell,8,triggered_procedure
spell_divination,Divination,spell,1,
spell_dolor,Dolor,spell,4,
spell_dream,Dream,spell,10,
spell_dust_devil,Dust Devil,spell,1,
spell_earthquake,Earthquake,spell,1,
spell_emotion,Emotion,spell,1,
spell_endure_cold_heat,Endure Cold/Heat,spell,5,
spell_energy_drain,Energy Drain,spell,1,
spell_ensnarement,Ensnarement,spell,1,
spell_enthrall,Enthrall,spell,11,
spell_esp,Psionic-Related Spells,spell,9,
spell_exaction,Exaction,spell,1,
spell_exorcise,Exorcise,spell,1,
spell_exorcism,Exorcism,spell,1,
spell_eyebite,Eyebite,spell,5,
spell_fascinate,Fascinate,spell,6,resolution_machinery
spell_feeblemind,Feeblemind,spell,2,
spell_feign_death,Feign Death,spell,2,
spell_find_familiar,Find Familiar,spell,1,
spell_find_the_path,Find the Path,spell,1,
spell_find_traps,Find Traps,spell,0,
spell_fireball,Fire Spells,spell,2,
spell_flame_blade,Flame Blade,spell,1,
spell_flame_strike,Flame Strike,spell,1,
spell_flesh_to_stone,Flesh to Stone,spell,1,
spell_fly,Fly,spell,5,
spell_forcecage,Forcecage,spell,2,
spell_friends,Friends Spell,spell,1,
spell_gate,Gate,spell,4,consumer|wealth_sink
spell_giant_insect,Giant Insect,spell,3,
spell_glyph_of_warding,Glyph of Warding,spell,3,
spell_goodberry,Goodberry,spell,7,
spell_grease,Grease,spell,1,
spell_gust_of_wind,Gust of Wind,spell,4,override_source
spell_haste,Haste,spell,12,modifier_source
spell_heal,Heal,spell,2,wealth_sink
spell_heroes_feast,Heroes' Feast,spell,6,
spell_hold_person,Held or Paralyzed,spell,7,
spell_holy_word,Holy Word,spell,0,
spell_imbue_spell_ability,Imbue With Spell Ability,spell,6,
spell_imprisonment,Maze or Cage Spell,spell,1,
spell_infravision,Infravision,spell,1,
spell_insect_plague,Insect Plague,spell,2,
spell_invisibility,Invisibility,spell,2,
spell_invisibility_undead,Invisibility to Undead,spell,1,
spell_knock,Knock,spell,8,
spell_know_alignment,Know Alignment,spell,3,
spell_legend_lore,Informational Spells,spell,2,
spell_leomunds_belabourment,Leomund's Lamentable Belabourment,spell,9,trigger_source
spell_leomunds_shelter,Leomund's Secure Shelter,spell,8,
spell_leomunds_trap,Leomund's Trap,spell,2,
spell_levitate,Levitation,spell,7,
spell_light,Light,spell,4,
spell_lightning_bolt,Lightning Bolt,spell,3,
spell_limited_wish,Limited Wish,spell,1,
spell_liveoak,Liveoak,spell,1,
spell_locate_object,Locate Object,spell,2,
spell_lower_water,Lower Water,spell,1,
spell_magic_armor,Magic Armor,spell,7,
spell_magic_jar,Magic Jar,spell,8,triggered_procedure
spell_magic_mirror,Magic Mirror,spell,1,
spell_magic_missile,Magic Missile,spell,2,
spell_magic_stone,Magic Stone,spell,1,
spell_meld_into_stone,Meld Into Stone,spell,1,
spell_melfs_acid_arrow,Acid Duration,spell,3,
spell_melfs_minute_meteors,Melf's Minute Meteors,spell,6,
spell_mind_blank,Mind Blank,spell,1,
spell_mirage_arcane,Mirage Arcane,spell,3,
spell_monster_summoning,Monster Summoning,spell,8,
spell_moonbeam,Moonbeam,spell,6,
spell_mordenkainens_disjunction,Mordenkainen's Disjunction,spell,1,
spell_mordenkainens_mansion,Mordenkainen's Magnificent Mansion,spell,5,
spell_negative_plane_protection,Negative Plane Protection,spell,4,
spell_neutralize_poison,Neutralize Poison,spell,3,
spell_obscurement,Obscurement,spell,1,
spell_otilukes_sphere,Otiluke's Telekinetic Sphere,spell,2,
spell_part_water,Part Water,spell,1,
spell_penetrate_disguise,Penetrate Disguise,spell,4,
spell_permanency,Permanency,spell,8,
spell_petrification,spell_petrification,spell,1,
spell_phantasmagoria,Phantasmagoria,spell,1,
spell_phantasmal_force,Phantasmal Force,spell,2,
spell_phantom_armor,Phantom Armor,spell,2,
spell_phantom_steed,Phantom Steed,spell,1,
spell_phantom_wind,Phantom Wind,spell,1,
spell_plane_shift,Plane Shift,spell,0,
spell_plant_growth,Plant Growth,spell,1,
spell_polymorph_any_object,Polymorph Any Object,spell,1,
spell_polymorph_other,Polymorph Others,spell,8,
spell_polymorph_self,Polymorph Self,spell,4,
spell_prayer,Prayer,spell,4,
spell_precipitation,Precipitation,spell,3,
spell_protection_from_evil,Protection from Evil,spell,4,
spell_protection_from_evil_10_radius,"Protection from Evil, 10′ Radius",spell,0,
spell_purify_food_and_drink,Purify Food & Drink,spell,0,
spell_quest,Quest,spell,2,
spell_rainbow,Rainbow,spell,4,
spell_raise_dead,Raise Dead,spell,14,resolution_machinery|trigger_source|wealth_sink
spell_read_magic,Read Magic,spell,3,
spell_reflecting_pool,Reflecting Pool,spell,4,
spell_regenerate,Regenerate,spell,0,
spell_remove_curse,Remove Curse,spell,13,override_source
spell_remove_fear,Remove Fear,spell,1,
spell_remove_paralysis,Remove Paralysis,spell,5,
spell_resist_cold,Resist Cold,spell,1,
spell_resist_fire,Resist Fire,spell,1,
spell_restoration,Restoration,spell,3,consumer|wealth_sink
spell_resurrection,Resurrection,spell,5,
spell_rope_trick,Rope Trick,spell,2,
spell_sanctuary,Sanctuary,spell,0,
spell_sending,Sending,spell,1,
spell_sepia_snake_sigil,Sepia Snake Sigil,spell,4,
spell_sequester,Sequester,spell,1,
spell_sertens_spell_immunity,Serten's Spell Immunity,spell,3,
spell_shadow_walk,Shadow Walk,spell,2,
spell_shape_change,Shape Change,spell,2,
spell_sicken,Sicken,spell,5,
spell_silence_15_radius,"Silence, 15′ Radius",spell,2,
spell_sleep,Sleep,spell,13,
spell_slow,Slow,spell,7,
spell_slow_poison,Slow Poison,spell,2,
spell_snake_charm,Snake Charm,spell,0,
spell_speak_with_animals,Speak with Animals,spell,1,
spell_speak_with_dead,Speak With Dead,spell,1,
spell_speak_with_monsters,Speak with Monsters,spell,1,
spell_speak_with_plants,Speak with Plants,spell,1,
spell_speak_with_the_dead,Speak with the Dead,spell,1,
spell_spider_climb,Spider Climb,spell,1,
