id,label,kind,degree,core_degree,in_degree,out_degree,roles
rule_starting_money,Player Character Starting Money,rule,5,5,2,3,
rule_time_of_day,Time of Day,rule,5,5,1,4,gatekeeper|resolution_machinery
spell_fly,Fly,spell,5,5,1,4,
rule_ship_damage,Ship Damage,rule,5,5,2,3,
spell_charm_person,Charm,spell,5,4,4,1,
rule_special_ingredient,Special Ingredient,rule,5,5,3,2,
potion_fire_resistance,Fire Resistance,potion,5,5,1,4,
item_amulet_life,Amulet of Life Protection,item,5,4,1,4,boundary_marker
item_book_vile_darkness,Book of Vile Darkness,item,5,5,0,5,time_sink
item_bracers_defenselessness,Bracers of Defenselessness,item,5,5,2,3,
item_brazier_sleep,Brazier of Sleep Smoke,item,5,5,1,4,
item_cube_force,Cube of Force,item,5,5,0,5,
item_gauntlets_fumbling,Gauntlets of Fumbling,item,5,5,2,3,
item_bard_instrument,Bardic Instruments,item,5,3,1,4,
item_jewel_attacks,Jewel of Attacks,item,5,5,1,4,
item_phylactery_attention,Phylactery of Monstrous Attention,item,5,5,3,2,
item_mace_cuthbert,Mace of Cuthbert,item,5,5,2,3,
item_orb_dragonkind,Orbs of Dragonkind,item,5,5,1,4,
item_mace_disruption,Mace of Disruption,item,5,5,1,4,
rule_firearms,Firearms,rule,5,0,1,4,
item_elixir_life,Elixir of Life,item,5,0,2,3,time_sink
item_boots_winged,Winged Boots,item,5,0,2,3,
spell_mordenkainens_mansion,Mordenkainen's Magnificent Mansion,spell,5,0,2,3,
item_anything_wand,Anything Wand,item,5,0,1,4,
item_buckler_wand,Buckler Wand,item,5,0,2,3,
item_deck_illusions,Deck of Illusions,item,5,0,3,2,
spell_endure_cold_heat,Endure Cold/Heat,spell,5,0,2,3,
spell_remove_paralysis,Remove Paralysis,spell,5,0,1,4,
spell_sunray,Sunray,spell,5,0,2,3,
spell_sicken,Sicken,spell,5,0,2,3,
spell_eyebite,Eyebite,spell,5,0,1,4,
item_ring_mind_shielding,Ring of Mind Shielding,item,5,0,0,5,
tbl_magical_aging,Magical Aging Causes,tbl,4,4,3,1,
spell_alter_reality,Alter Reality,spell,4,4,0,4,
spell_gate,Gate,spell,4,4,1,3,consumer|wealth_sink
spell_resurrection,Resurrection,spell,4,4,2,2,
potion_speed,Potion of Speed,potion,4,4,0,4,
tbl_chance_parasite,Chance of Parasitic Infestation,tbl,4,4,2,2,
rule_moon_phase,Moon Phase,rule,4,4,0,4,
spell_protection_from_evil,Protection from Evil,spell,4,3,2,2,
rule_ranger_spells,Ranger Spell Use,rule,4,4,2,2,
rule_druid_spells,Druid Spells,rule,4,2,2,2,
thief_hear_noise,Hear Noise,thief,4,4,3,1,
rule_observer,Observer,rule,4,4,0,4,
thief_read_scrolls,Use Scrolls,thief,4,3,2,2,
spell_wizard_lock,Wizard Lock,spell,4,3,2,2,
rule_assassins_guild,Assassins Guild,rule,4,4,2,2,
rule_instant_death,Instant Death,rule,4,4,4,0,triggered_procedure
spell_component_verbal,Verbal Component,spell,4,4,1,3,
spell_component_somatic,Somatic Component,spell,4,4,0,4,
spell_stinking_cloud,Stinking Cloud,spell,4,3,3,1,
spell_bless,Bless,spell,4,3,1,3,
rule_performance_rating,Performance Rating,rule,4,4,1,3,
sword_alignment,Sword Alignment,sword,4,3,1,3,
potion_miscibility,Potion Miscibility,potion,4,4,1,3,
rule_potion_use,Drinking a Potion,rule,4,3,2,2,
tbl_secondary_skills,Secondary Skills Table,tbl,4,0,1,3,
rule_char_gen,Character Generation,rule,4,0,3,1,
tbl_armorer_skill,Armorer Skill Level,tbl,4,4,2,2,
rule_liege_status,Liege Incapacitated or Slain,rule,4,4,0,4,
rule_flying_mount,Flying Mount,rule,4,4,1,3,wealth_sink
ex_swimming,Swimming,ex,4,4,4,0,
tbl_morale_failure,Morale Failure,tbl,4,4,1,3,
rule_item_material,Item Material,rule,4,2,1,3,resolution_machinery
rule_magic_item_placement,Placement of Magic Items,rule,4,4,0,4,advancement_currency
item_nonstandard,Non-Standard Magic Items,item,4,4,3,1,
gen_monster_level_matrix,Monster Level Determination Matrix,gen,4,4,1,3,
rule_dice_convention,Dice Conventions,rule,4,3,1,3,
rule_order_of_march,Order of March,rule,4,4,3,1,
rule_lifting,Lifting Capacity,rule,4,4,3,1,logistical_burden
rule_follower_arrival,Follower Arrival,rule,4,4,2,2,time_sink
rule_rare_commodities,Rare Commodities,rule,4,4,0,4,advancement_currency
spell_gust_of_wind,Gust of Wind,spell,4,3,0,4,override_source
rule_secret_roll,Secret Dice Roll,rule,4,4,0,4,gatekeeper
rule_racial_distribution,Racial Distribution,rule,4,4,3,1,
item_broom_flying,Broom of Flying,item,4,4,0,4,
item_carpet_flying,Carpet of Flying,item,4,4,0,4,
rule_hull_value,Hull Value,rule,4,4,3,1,
rule_ship_repair,Repairing Damage,rule,4,4,1,3,consumer|time_sink|wealth_sink
spell_hold_person,Held or Paralyzed,spell,4,3,2,2,
rule_barrier,Physical or Magical Barrier,rule,4,2,1,3,
spell_prayer,Prayer,spell,4,3,2,2,
rule_secret_variable,Secret Variable,rule,4,4,1,3,
monster_elemental,Elemental Creatures,monster,4,4,4,0,
rule_ring_malfunction,Ring Malfunction,rule,4,4,3,1,
item_staff_curing,Staff of Curing,item,4,4,0,4,
rule_spell_absorption,Spell Absorption,rule,4,4,1,3,
item_alchemy_jug,Alchemy Jug,item,4,4,0,4,
item_amulet_location,Amulet of Inescapable Location,item,4,4,1,3,
item_bag_holding,Bag of Holding,item,4,3,0,4,
item_bag_transmuting,Bag of Transmuting,item,4,3,1,3,
rule_page_turn,Page Turning,rule,4,4,2,2,
item_figurine,Figurines of Wondrous Power,item,4,4,1,3,
item_helm_languages,Helm of Comprehending Languages,item,4,4,0,4,
item_horn_valhalla,Horn of Valhalla,item,4,4,2,2,
item_javelin_piercing,Javelin of Piercing,item,4,4,1,3,
item_talisman_sphere,Talisman of the Sphere,item,4,4,1,3,
item_sphere_annihilation,Sphere of Annihilation,item,4,4,3,1,
sword_personality_conflict,Personality Conflict,sword,4,4,0,4,wealth_sink
gen_wilderness_terrain,Random Wilderness Terrain,gen,4,4,1,3,
spell_wall_of_iron,Wall of Iron,spell,4,4,2,2,
spell_wall_of_stone,Wall of Stone,spell,4,4,1,3,
tbl_monster_listing,Alphabetical Monster Listing,tbl,4,4,0,4,advancement_currency
spell_rainbow,Rainbow,spell,4,0,0,4,
item_oil_timelessness,Oil of Timelessness,item,4,0,1,3,
item_wand_metal_command,Wand of Metal Command,item,4,0,1,3,
item_wand_size_alteration,Wand of Size Alteration,item,4,0,0,4,
spell_air_walk,Air Walk,spell,4,0,1,3,
spell_reflecting_pool,Reflecting Pool,spell,4,0,3,1,
spell_whip,Whip,spell,4,0,0,4,
item_zagygs_flagon,Zagyg's Flowing Flagon,item,4,0,3,1,
spell_penetrate_disguise,Penetrate Disguise,spell,4,0,0,4,
spell_negative_plane_protection,Negative Plane Protection,spell,4,0,2,2,
spell_sepia_snake_sigil,Sepia Snake Sigil,spell,4,0,1,3,
spell_dismissal,Dismissal,spell,4,0,2,2,
spell_dolor,Dolor,spell,4,0,2,2,
spell_banishment,Banishment,spell,4,0,2,2,
item_rod_security,Rod of Security,item,4,0,1,3,
monster_succubus,Succubus,monster,4,4,0,4,
rule_prime_requisite,Prime Requisite Experience Bonus,rule,4,4,4,0,
tbl_race_maximums,Racial Ability Maximums,tbl,3,2,0,3,
potion_longevity,Potion of Longevity,potion,3,3,0,3,override_source
item_herb_belladonna,Belladonna,item,3,3,1,2,
rule_spell_level_access,High-Level Spell Access,rule,3,3,3,0,gated_privilege
rule_racial_adjustment,Racial Ability Adjustment,rule,3,3,1,2,
rule_freehold,Freehold,rule,3,3,1,2,
rule_thieves_cant,Thieves' Cant,rule,3,3,2,1,
rule_scroll_mishap,Scroll Mishap,rule,3,3,2,1,
psi_series,Series Linking,psi,3,0,0,3,
rule_psionic_use,Use of Psionic Powers,rule,3,3,1,2,
psi_recovery,Psionic Strength Recovery,psi,3,0,1,2,
spell_neutralize_poison,Neutralize Poison,spell,3,2,0,3,
spell_know_alignment,Know Alignment,spell,3,1,1,2,
spell_detect_evil,Detect Evil,spell,3,3,0,3,
cbt_fall_back,Falling Back,cbt,3,3,2,1,
campaign_setting,Campaign Background,campaign,3,2,0,3,
tbl_followers_cleric,Clerics Followers Table,tbl,3,3,0,3,
rule_precautions,Target Precautions,rule,3,3,0,3,
hench_desertion,Desertion,hench,3,3,2,1,
rule_water_type,Fresh or Salt Water,rule,3,3,0,3,
rule_surrender,Surrender,rule,3,3,3,0,
rule_sage_long_term,Long-Term Sage Employment,rule,3,3,2,1,wealth_sink
rule_sage_rest,Sage Rest and Recuperation,rule,3,3,1,2,time_sink
hench_cartographer,Cartographer,hench,3,3,0,3,wealth_sink
rule_disease_occurrence,Occurrence,rule,3,3,1,2,
rule_body_part_loss,Loss of Body Part or Function,rule,3,2,3,0,
rule_item_appraisal,Appraisal,rule,3,2,3,0,
rule_starting_level,Starting Level of Experience,rule,3,3,2,1,
rule_char_age,Character Age,rule,3,3,2,1,
tbl_char_age_human,Human Character Age Table,tbl,3,2,2,1,
monster_lich,Lichdom,monster,3,3,1,2,
rule_grandfather_assassins,Grandfather of Assassins,rule,3,3,1,2,
rule_displacement,Displacing the Leader,rule,3,3,0,3,
rule_follower_leader,Follower Leader,rule,3,3,1,2,
rule_counterspy,Counterspies,rule,3,3,1,2,
rule_fanatical_spy,Fanatical Spy,rule,3,3,0,3,
rule_trap_injury,Injury on Failure,rule,3,3,2,1,
rule_structure_collapse,Structural Collapse,rule,3,3,2,1,
hench_exceptional,Exceptional Henchmen,hench,3,3,1,2,
rule_reputation,Reputation,rule,3,3,0,3,
spell_read_magic,Read Magic,spell,3,2,2,1,
spell_lightning_bolt,Lightning Bolt,spell,3,2,1,2,
spell_charm_monster,Charm Monster,spell,3,3,2,1,
tbl_mercenary_types,Mercenary Troop Type,tbl,3,3,1,2,
cbt_aerial_maneuver,Maneuverability Class,cbt,3,3,2,1,
rule_ship_propulsion,Sails or Oars,rule,3,3,1,2,
rule_party_losses,Party Casualties,rule,3,3,1,2,
rule_party_size,Pursued Party Size,rule,3,2,0,3,
spell_curse,Curse,spell,3,3,2,1,
rule_consecrated_area,Evil Area,rule,3,3,1,2,
psi_disciplines,Psionic Discipline,psi,3,0,2,1,
rule_occupation,Occupation Type,rule,3,3,1,2,
rule_map_or_magic,Map or Magic Determination,rule,3,3,1,2,
potion_philter_love,Philter of Love,potion,3,3,1,2,
spell_suggestion,Suggestion,spell,3,2,3,0,
potion_plant_control,Plant Control,potion,3,3,1,2,
potion_extra_healing,Extra-Healing,potion,3,3,1,2,
potion_gaseous_form,Gaseous Form,potion,3,3,0,3,
item_staff_magi,Staff of the Magi,item,3,3,0,3,
spell_polymorph_self,Polymorph Self,spell,3,2,0,3,
item_brazier_fire,Brazier Commanding Fire Elementals,item,3,3,2,1,
item_brooch_shielding,Brooch of Shielding,item,3,3,1,2,
item_eyes_charming,Eyes of Charming,item,3,3,0,3,
item_eyes_petrification,Eyes of Petrification,item,3,3,0,3,
item_helm_opposite_alignment,Helm of Opposite Alignment,item,3,3,0,3,
item_keoghtoms_ointment,Keoghtom's Ointment,item,3,3,0,3,
item_phylactery_long_years,Phylactery of Long Years,item,3,3,0,3,
item_spade_excavation,Spade of Colossal Excavation,item,3,3,1,2,
item_talisman_pure_good,Talisman of Pure Good,item,3,3,1,2,
item_crown_might,Crown of Might,item,3,2,0,3,
item_wand_orcus,Wand of Orcus,item,3,3,1,2,
spell_call_woodland_being,Call Woodland Being,spell,3,3,1,2,
rule_gambling,Gambling,rule,3,0,2,1,
spell_precipitation,Precipitation,spell,3,0,1,2,
spell_deaths_door,Death's Door,spell,3,0,1,2,
spell_giant_insect,Giant Insect,spell,3,0,1,2,
item_elixir_madness,Elixir of Madness,item,3,0,1,2,
item_boots_varied_tracks,Boots of Varied Tracks,item,3,0,1,2,
item_haversack,Heward's Handy Haversack,item,3,0,0,3,
item_pouch_accessibility,Pouch of Accessibility,item,3,0,1,2,
item_prison_zagyg,Prison of Zagyg,item,3,0,1,2,
item_magic_dart,Magic Dart,item,3,0,0,3,
spell_sertens_spell_immunity,Serten's Spell Immunity,spell,3,0,1,2,
spell_melfs_acid_arrow,Acid Duration,spell,3,0,2,1,
spell_avoidance,Avoidance,spell,3,0,1,2,
item_philter_beauty,Philter of Beauty,item,3,0,0,3,
spell_truename,Truename,spell,3,0,2,1,
spell_mirage_arcane,Mirage Arcane,spell,3,0,2,1,
spell_torment,Torment,spell,3,0,1,2,
spell_weird,Weird,spell,3,0,0,3,
item_elixir_youth,Elixir of Youth,item,3,0,1,2,
item_gem_insight,Gem of Insight,item,3,0,1,2,
monster_demogorgon_prince_of_demons,Demogorgon (Prince Of Demons),monster,3,3,0,3,
monster_juiblex_the_faceless_lord,Juiblex (The Faceless Lord),monster,3,3,0,3,
monster_orcus_prince_of_the_undead,Orcus (Prince Of The Undead),monster,3,3,0,3,
monster_type_v_marilith_etc,"Type V (Marilith, Etc.)",monster,3,3,0,3,
monster_type_vi_balor_etc,"Type Vi (Balor, Etc.)",monster,3,3,0,3,
monster_yeenoghu_demon_lord_of_gnolls,Yeenoghu (Demon Lord Of Gnolls),monster,3,3,0,3,
monster_baalzebul_arch_devil,Baalzebul (Arch-Devil),monster,3,3,0,3,
monster_dispater_arch_devil,Dispater (Arch-Devil),monster,3,3,0,3,
monster_geryon_arch_devil,Geryon (Arch-Devil),monster,3,3,0,3,
monster_horned_malebranche_greater_devil,Horned (Malebranche) (Greater Devil),monster,3,3,0,3,
monster_ice_greater_devil,Ice (Greater Devil),monster,3,3,0,3,
monster_spectre,Spectre,monster,3,3,0,3,
monster_vampire,Vampire,monster,3,3,0,3,
monster_wight,Wight,monster,3,3,0,3,
monster_wraith,Wraith,monster,3,3,0,3,
rule_alignment_change,Changing Alignment,rule,3,3,0,3,
rule_resurrection_survival,Resurrection Survival,rule,2,2,2,0,
rule_petrification,Petrification,rule,2,2,1,1,
spell_restoration,Restoration,spell,2,2,0,2,consumer|wealth_sink
rule_climate,Climate and Weather,rule,2,2,0,2,
save_magical_attack,Saving Throw vs Magical Attack,save,2,2,2,0,
rule_cleric_bonus_spells,Cleric Bonus Spells,rule,2,2,2,0,
tbl_race_minimums,Ability Score Minimums,tbl,2,2,1,1,
rule_holy_symbol,Holy Symbol,rule,2,2,0,2,
rule_spell_reversal,Reversed Spells,rule,2,2,2,0,
rule_penance,Penance,rule,2,2,1,1,
rule_traps,Traps,rule,2,2,2,0,
spell_leomunds_trap,Leomund's Trap,spell,2,2,0,2,
rule_assassination,Assassination,rule,2,2,1,1,advancement_currency
class_monk_loss,Loss of Monk Status,class,2,2,1,1,
rule_gaze_attack,Gaze Attack,rule,2,2,0,2,
psi_multiple_operations,Multiple Psionic Operations,psi,2,0,0,2,
psi_range,Psionic Range,psi,2,0,2,0,
rule_atonement,Atonement,rule,2,2,1,1,
rule_prayer,Prayer and Meditation,rule,2,2,0,2,time_sink
rule_movement_scale,Movement Scale,rule,2,2,0,2,
rule_adventuring_involvement,Adventuring Involvement,rule,2,2,0,2,
rule_heat,Heat,rule,2,2,0,2,
rule_awareness,Awareness,rule,2,2,0,2,
spell_death_spell,Death Spell,spell,2,2,1,1,
spell_cloudkill,Cloudkill,spell,2,2,1,1,
spell_darkness,Darkness,spell,2,2,0,2,
rule_spell_duration,Spell Duration,rule,2,2,2,0,
rule_hit_location,Hit Location,rule,2,1,1,1,
ex_dungeon,Dungeon Setting,ex,2,2,2,0,
rule_service,Service,rule,2,0,1,1,
rule_informational_spells,Informational Spells,rule,2,2,1,1,
spell_shape_change,Shape Change,spell,2,1,0,2,
tbl_followers_fighter,Fighters Followers Table,tbl,2,2,0,2,
rule_holing_up,Holing Up,rule,2,2,0,2,
rule_confrontation,Confrontation,rule,2,2,1,1,
rule_depth,Water Depth,rule,2,2,1,1,
spell_light,Light,spell,2,1,1,1,
rule_attack_form,Attack Form,rule,2,2,0,2,
rule_bravery,Bravery,rule,2,2,1,1,
tbl_construction_defense,Construction Defensive Values,tbl,2,2,2,0,
gen_dungeon_dressing,Dungeon Dressing,gen,2,2,0,2,
rule_field_tier,Field Tier,rule,2,2,1,1,resolution_machinery
hench_slinger,Slinger,hench,2,2,0,2,
rule_sage_efficiency,Sage Efficiency,rule,2,2,1,1,
rule_unknown_information,Unknown Information,rule,2,2,0,2,time_sink
rule_sage_harassment,Harassing the Sage,rule,2,2,0,2,
rule_random_determination,Random Determination,rule,2,2,2,0,
rule_miniatures,Miniature Figures,rule,2,2,1,1,
rule_disorientation,Disorientation,rule,2,2,1,1,
rule_argument,Argument With Party Members,rule,2,2,1,1,
monster_wererat,Wererat,monster,2,2,0,2,
monster_wereboar,Wereboar,monster,2,2,0,2,
rule_imprisonment,Imprisonment,rule,2,1,2,0,
rule_turncoat,Turning Coat,rule,2,2,2,0,
rule_spy_backtrace,Backtracing the Spy,rule,2,2,2,0,
rule_monster_pc,Monster as a Player Character,rule,2,2,0,2,
rule_player_diagram,Player Trap Diagram,rule,2,2,0,2,
rule_weight_distribution,Weight Distribution,rule,2,2,2,0,
rule_magical_attack,Magical Attack,rule,2,1,0,2,
rule_building_site,Building Site,rule,2,2,1,1,
spell_write,Write,spell,2,2,0,2,
spell_rope_trick,Rope Trick,spell,2,2,0,2,
spell_phantasmal_force,Phantasmal Force,spell,2,2,1,1,
spell_feign_death,Feign Death,spell,2,2,0,2,
spell_tensers_floating_disc,Tenser's Floating Disc,spell,2,2,0,2,logistical_burden
rule_enlistment_length,Length of Enlistment,rule,2,2,0,2,
monster_poison,Monster Poison,monster,2,2,0,2,
rule_ship_dimensions,Length and Width,rule,2,2,1,1,
rule_capsizing,Capsizing,rule,2,2,1,1,
rule_man_overboard,Man Overboard,rule,2,2,1,1,
spell_fireball,Fire Spells,spell,2,1,2,0,
rule_ether_cyclone,Ether Cyclone,rule,2,2,1,1,
cbt_flank_attack,Flank Attack,cbt,2,2,0,2,
rule_desecration,Desecration,rule,2,2,1,1,
cbt_close_range,Closing to Striking Range,cbt,2,2,1,1,
item_helm_telepathy,Helm of Telepathy,item,2,2,0,2,
spell_confusion,Confused,spell,2,1,1,1,
rule_piety,Regular Attendance,rule,2,2,0,2,
spell_legend_lore,Informational Spells,spell,2,1,0,2,
potion_persuasiveness,Philter of Persuasiveness,potion,2,2,0,2,
monster_plant,Vegetable Life,monster,2,2,2,0,
item_rod_staff_wand,Rods Staves and Wands,item,2,2,1,1,
spell_magic_missile,Magic Missile,spell,2,2,2,0,
item_amulet_planes,Amulet of the Planes,item,2,2,0,2,
item_bag_tricks,Bag of Tricks,item,2,2,0,2,
item_broom_animated_attack,Broom of Animated Attack,item,2,2,1,1,
item_cloak_displacement,Cloak of Displacement,item,2,2,1,1,
spell_wall_of_force,Wall of Force,spell,2,1,2,0,
item_eyes_eagle,Eyes of the Eagle,item,2,2,0,2,
item_eyes_minute_seeing,Eyes of Minute Seeing,item,2,2,0,2,
item_gauntlets_ogre_power,Gauntlets of Ogre Power,item,2,2,0,2,
item_jewel_flawlessness,Jewel of Flawlessness,item,2,2,1,1,
item_mattock_titans,Mattock of the Titans,item,2,2,1,1,
item_pipes_sewers,Pipes of the Sewers,item,2,2,1,1,
item_hand_vecna,Hand of Vecna,item,2,2,0,2,
spell_locate_object,Locate Object,spell,2,2,0,2,
spell_chant,Chant,spell,2,2,1,1,
spell_anti_magic_shell,Anti-Magic Shell,spell,2,1,1,1,
rule_radiation,Radiation Resistance,rule,2,0,2,0,
tbl_conjured_animals,Conjured Animals Table,tbl,2,2,1,1,resolution_machinery
tbl_summoned_monsters,Summoned Monsters Table,tbl,2,2,2,0,resolution_machinery
rule_battleflag,Battle Flag,rule,2,0,0,2,
rule_barding,Barding,rule,2,0,0,2,logistical_burden
item_horn_fog,Horn of Fog,item,2,0,1,1,
item_axe_hurling,Axe of Hurling,item,2,0,1,1,
rule_assistant_casters,Assisting Magic-Users,rule,2,0,0,2,
item_oil_sharpness,Oil of Sharpness,item,2,0,0,2,
item_girdle_femininity,Girdle of Femininity/Masculinity,item,2,0,0,2,
spell_combine,Combine,spell,2,0,0,2,
spell_abjure,Abjure,spell,2,0,1,1,
spell_cloak_of_fear,Cloak of Fear,spell,2,0,1,1,
spell_spike_growth,Spike Growth,spell,2,0,0,2,
spell_detect_poison,Detect Poison,spell,2,0,0,2,
spell_forcecage,Forcecage,spell,2,0,1,1,
spell_teleport_without_error,Teleport Without Error,spell,2,0,0,2,
spell_otilukes_sphere,Otiluke's Telekinetic Sphere,spell,2,0,0,2,
spell_phantom_armor,Phantom Armor,spell,2,0,1,1,
spell_spook,Spook,spell,2,0,1,1,
spell_delude,Delude,spell,2,0,1,1,
spell_shadow_walk,Shadow Walk,spell,2,0,0,2,
item_oil_fiery_burning,Oil of Fiery Burning,item,2,0,1,1,
item_ring_animal_friendship,Ring of Animal Friendship,item,2,0,1,1,
item_ring_chameleon,Ring of Chameleon Power,item,2,0,0,2,
item_staff_swarming_insects,Staff of Swarming Insects,item,2,0,0,2,
item_boots_north,Boots of the North,item,2,0,0,2,
item_cloak_arachnidia,Cloak of Arachnidia,item,2,0,0,2,
item_hat_stupidity,Hat of Stupidity,item,2,0,0,2,
item_horn_goodness_evil,Horn of Goodness/Evil,item,2,0,0,2,
item_robe_stars,Robe of Stars,item,2,0,0,2,
item_robe_vermin,Robe of Vermin,item,2,0,0,2,
item_courser,Courser,item,2,0,0,2,
monster_beetle_giant,"Beetle, Giant",monster,2,2,0,2,
monster_couatl,Couatl,monster,2,2,0,2,
monster_type_ii_hezrou,Type Ii (Hezrou),monster,2,2,0,2,
monster_type_iii_glabrezu,Type Iii (Glabrezu),monster,2,2,0,2,
monster_eel,Eel,monster,2,2,0,2,
monster_gelatinous_cube,Gelatinous Cube,monster,2,2,0,2,
monster_gray_ooze,Gray Ooze,monster,2,2,0,2,
monster_groaning_spirit_banshee,Groaning Spirit (Banshee),monster,2,2,0,2,
monster_intellect_devourer,Intellect Devourer,monster,2,2,0,2,
monster_mind_flayer,Mind Flayer,monster,2,2,0,2,
monster_mold,Mold,monster,2,2,0,2,
monster_pseudo_dragon,Pseudo-Dragon,monster,2,2,0,2,
monster_roper,Roper,monster,2,2,0,2,
monster_shadow,Shadow,monster,2,2,0,2,
monster_snake_giant,"Snake, Giant",monster,2,2,0,2,
monster_titan,Titan,monster,2,2,0,2,
monster_triton,Triton,monster,2,2,0,2,
abil_strength_exceptional,Exceptional Strength,abil,2,2,1,1,
spell_charm_spells,Charm Spells,spell,2,2,2,0,
spell_polymorph_any_object,Polymorph Any Object,spell,1,1,0,1,
spell_flesh_to_stone,Flesh to Stone,spell,1,1,0,1,
rule_ability_maximum,Ability Maximum,rule,1,1,1,0,
spell_limited_wish,Limited Wish,spell,1,1,0,1,
rule_scroll_use,Reading Spell from Scroll,rule,1,1,0,1,
rule_scroll_scribing,Scribing a Scroll,rule,1,1,0,1,
rule_time_campaign,Time in the Campaign,rule,1,1,1,0,
rule_crowding_filth,Crowding and Filth,rule,1,1,0,1,
rule_years_afflicted,Years as Lycanthrope,rule,1,1,0,1,
spell_petrification,spell_petrification,spell,1,1,0,1,
enc_weight_allowance,Weight Allowance,enc,1,1,1,0,
rule_spells_per_level,Spells Knowable Per Level,rule,1,1,1,0,
rule_spell_slot,Memorized Spell,rule,1,1,1,0,
hench_max_number,Maximum Henchmen,hench,1,1,1,0,
rule_npc_only_classes,NPC-Only Class Access,rule,1,1,1,0,
rule_place_of_worship,Place of Worship,rule,1,1,0,1,
tbl_fighters_i,Fighters Table I,tbl,1,1,0,1,
rule_chaotic_act,Chaotic Act,rule,1,1,0,1,
rule_evil_act,Evil Act,rule,1,1,0,1,
rule_detect_evil,Detect Evil,rule,1,1,1,0,
tbl_rangers_i,Rangers Table I,tbl,1,1,0,1,
monster_low_hit_dice,Creatures Under One Hit Die,monster,1,1,1,0,
rule_research,Study and Research,rule,1,1,1,0,
rule_magical_closure,Magical Closure,rule,1,1,1,0,
rule_surface,Surface,rule,1,1,1,0,
rule_thieves_guild,Thieves Guild,rule,1,1,1,0,
rule_poison_ingested,Ingested Poison,rule,1,1,1,0,
rule_poison_insinuated,Insinuated Poison,rule,1,1,1,0,
cbt_melee_round,Melee Round,cbt,1,1,0,1,
rule_druidic_language,Druidic,rule,1,1,1,0,
rule_flaming_oil,Flaming Oil,rule,1,1,1,0,
rule_missile_dodge,Dodging Missiles,rule,1,1,1,0,
psi_attack_blast,Psionic Blast,psi,1,0,0,1,
monster_nonpsionic,Non-Psionic Creatures,monster,1,0,1,0,
monster_psionic,Psionic Monsters,monster,1,1,1,0,
rule_physical_activity,Physical Activity,rule,1,0,0,1,
wpn_weight,Weapon Weight,wpn,1,1,0,1,logistical_burden
wpn_space_required,Space Required,wpn,1,1,0,1,
rule_deity_servants,Lesser Servants of the Deity,rule,1,1,0,1,
rule_monster_term,Monster,rule,1,1,0,1,
rule_availability,Availability,rule,1,1,0,1,
campaign_circumstances,Campaign Circumstances,campaign,1,1,0,1,
rule_direction,Degree of Direction,rule,1,1,0,1,
rule_volume,Volume and Bulk,rule,1,1,0,1,logistical_burden
rule_accessibility,Item Accessibility,rule,1,1,0,1,
rule_trail_marking,Trail Marking,rule,1,1,0,1,
item_boots_elvenkind,Boots of Elvenkind,item,1,1,0,1,
monster_surprise,Monster Surprise Rating,monster,1,1,0,1,
spell_statue,Statue,spell,1,1,0,1,
spell_find_familiar,Find Familiar,spell,1,1,0,1,
spell_infravision,Infravision,spell,1,1,0,1,
spell_invisibility,Invisibility,spell,1,1,0,1,
spell_emotion,Emotion,spell,1,1,0,1,
spell_insect_plague,Insect Plague,spell,1,1,0,1,
spell_glyph_of_warding,Glyph of Warding,spell,1,1,0,1,
spell_spider_climb,Spider Climb,spell,1,1,0,1,
spell_strength,Strength,spell,1,1,0,1,
spell_plant_growth,Plant Growth,spell,1,1,0,1,
rule_party_strength,Perceived Party Strength,rule,1,1,0,1,
rule_breath_weapon,Breath Weapon,rule,1,1,0,1,
rule_position,Position,rule,1,1,0,1,
monster_special_abilities,Special Abilities,monster,1,1,0,1,advancement_currency
monster_exceptional_abilities,Exceptional Abilities,monster,1,1,0,1,advancement_currency
sword_communication,Sword Communication,sword,1,1,1,0,
sword_extraordinary_power,Extraordinary Power,sword,1,1,1,0,
rule_mental_attack,Mental Attack,rule,1,1,0,1,
spell_change_self,Change Self,spell,1,0,0,1,
abil_cha_loyalty_base,Loyalty Base,abil,1,1,1,0,
abil_cha_reaction_adj,Reaction Adjustment,abil,1,1,1,0,
rule_generation_method_i,Method I,rule,1,1,0,1,
rule_generation_method_ii,Method II,rule,1,1,0,1,
rule_generation_method_iii,Method III,rule,1,1,0,1,
rule_generation_method_iv,Method IV,rule,1,1,0,1,
rule_comprehension,Comprehension,rule,1,1,1,0,
rule_recognition,Recognition of Like Alignment,rule,1,1,1,0,
rule_familiar,Evil Familiar,rule,1,1,1,0,
rule_party_actions,Party Actions,rule,1,1,0,1,
hench_menial_hirelings,Menial Hirelings,hench,1,1,1,0,
spell_water_breathing,Water Breathing,spell,1,1,0,1,
rule_free_action,Free Action,rule,1,1,0,1,
rule_setting,Underground or Outdoors,rule,1,1,0,1,
rule_extreme_cold,Extreme Cold,rule,1,1,0,1,
rule_materialism,Materialism,rule,1,1,0,1,
rule_looting,Looting,rule,1,1,1,0,
tbl_humanoid_preferences,Humanoid Racial Preferences Table,tbl,1,1,0,1,
item_book,Books Librams and Tomes,item,1,1,1,0,
tbl_major_benign,Major Benign Powers,tbl,1,0,1,0,
monster_frequency,Monster Frequency,monster,1,1,0,1,
rule_sage_workload,Sage Workload,rule,1,1,0,1,
