source_id,source_label,edge_type,target_id,target_label,aspect,condition,book,page,section,explicit,pass,status
spell_taunt,Itching,MODIFIES,cbt_tohit,To-Hit Roll,penalty while squirming,,UA,54,MAGIC-USER SPELLS (2ND LEVEL),TRUE,page-sweep,optional
spell_taunt,Itching,TRIGGERS,spell_disruption,Spell Disruption,ruins spells in the initial round,,UA,54,MAGIC-USER SPELLS (2ND LEVEL),TRUE,page-sweep,optional
spell_taunt,Rash,MODIFIES,comeliness,Comeliness,cumulative loss per day to a cap,,UA,54,MAGIC-USER SPELLS (2ND LEVEL),TRUE,page-sweep,optional
spell_taunt,Rash,MODIFIES,abil_dexterity,Dexterity,further loss after a week,,UA,54,MAGIC-USER SPELLS (2ND LEVEL),TRUE,page-sweep,optional
spell_cure_disease,Cure Disease,OVERRIDES,spell_taunt,Rash,removes the affliction,,UA,54,MAGIC-USER SPELLS (2ND LEVEL),TRUE,page-sweep,optional
spell_dispel_magic,Dispel Magic,OVERRIDES,spell_taunt,Rash,removes the affliction,,UA,54,MAGIC-USER SPELLS (2ND LEVEL),TRUE,page-sweep,optional
spell_taunt,Rash Removal,OVERRIDES,comeliness,Comeliness,all statistics return to normal,,UA,54,MAGIC-USER SPELLS (2ND LEVEL),TRUE,page-sweep,optional
race_subrace,Subrace,GATES,rule_multiclass,Multi-Class Options,each subrace permits specific combinations,,UA,72,CHARACTER RACE TABLE III.,TRUE,page-sweep,optional
race_elf,Dark Elf,GATES,rule_multiclass,Multi-Class Options,widest range of combinations,,UA,72,CHARACTER RACE TABLE III.,TRUE,page-sweep,optional
race_elf,Wild Elf,CONSTRAINS,rule_multiclass,Multi-Class Options,most restricted elven stock,,UA,72,CHARACTER RACE TABLE III.,TRUE,page-sweep,optional
race_gnome,Deep Gnome,GATES,class_illusionist,Illusionist Combinations,svirfneblin gain illusionist options,,UA,72,CHARACTER RACE TABLE III.,TRUE,page-sweep,optional
sys_armor,Full Plate,CONSTRAINS,cbt_damage,Absorption Capacity,a finite pool before repair is needed,,UA,76,"ARMOR, ARMOR CLASS & WEAPONS",TRUE,page-sweep,optional
cbt_damage,Exhausted Absorption,MODIFIES,cbt_armor_class,Armor Class,armor worsens by one class until repaired,,UA,76,"ARMOR, ARMOR CLASS & WEAPONS",TRUE,page-sweep,optional
sys_armor,Non-Magical Full Plate,CONSTRAINS,rule_player_character,Wearer,cannot be worn by anyone else,,UA,76,"ARMOR, ARMOR CLASS & WEAPONS",TRUE,page-sweep,optional
rule_shield,Buckler,GATES,cbt_missile,Crossbow and Sling,strapped to the arm so missile weapons remain usable,,UA,76,"ARMOR, ARMOR CLASS & WEAPONS",TRUE,page-sweep,optional
race,Small Demi-Humans,MODIFIES,rule_shield,Buckler,treated as a small shield for halflings and gnomes,,UA,76,"ARMOR, ARMOR CLASS & WEAPONS",TRUE,page-sweep,optional
rule_mount,Warhorse,DERIVED_FROM,rule_mount,Mount,trained specifically for combat,,UA,76,WARHORSES AND BARDING,TRUE,page-sweep,optional
rule_mount,Warhorse Training,CONSUMES,money_gp,Money,selection and training are costly,,UA,76,WARHORSES AND BARDING,TRUE,page-sweep,optional
rule_mount,Warhorse,EXCLUDES,cbt_morale,Shying,does not panic at noise or sudden movement,,UA,76,WARHORSES AND BARDING,TRUE,page-sweep,optional
rule_barding,Barding,MODIFIES,cbt_armor_class,Mount Armor Class,armor for the mount,,UA,76,WARHORSES AND BARDING,TRUE,page-sweep,optional
rule_barding,Barding,FEEDS_INTO,enc_encumbrance,Mount Encumbrance,adds to the animal's load,,UA,76,WARHORSES AND BARDING,FALSE,page-sweep,optional
rule_spell_book,Casting Directly From Books,ALTERNATIVE_TO,rule_spell_memorization,Spell Memorization,a hazardous alternative route,,UA,80,Casting spells directly from books,TRUE,page-sweep,optional
rule_spell_book,Casting Directly From Books,TRIGGERS,rule_item_destruction,Book Damage,risks ruining the tome,,UA,80,Casting spells directly from books,FALSE,page-sweep,optional
rule_chance_know_spell,Chance to Know Spell,GATES,class_illusionist,Illusionist Spell Acquisition,same acquisition mechanic as magic-users,,UA,80,ACQUISITION OF ILLUSIONIST SPELLS,TRUE,page-sweep,optional
cbt_pummel_grapple,Grappling,OVERRIDES,cbt_pummel_grapple,DMG Grappling Rules,UA supersedes the earlier system,,UA,108,APPENDIX Q: WEAPONLESS COMBAT,TRUE,page-sweep,optional
monster_size,Size Class,CONSTRAINS,cbt_pummel_grapple,Grappling,larger creatures cannot be grappled unless prone,,UA,108,APPENDIX Q: WEAPONLESS COMBAT,TRUE,page-sweep,optional
monster_special,Amorphous Creatures,EXCLUDED_FROM,cbt_pummel_grapple,Grappling,jellies and beholders cannot grapple,,UA,108,APPENDIX Q: WEAPONLESS COMBAT,TRUE,page-sweep,optional
cbt_pummel_grapple,Grappling,MODIFIES,cbt_initiative,Initiative,penalty to the roll,,UA,108,APPENDIX Q: WEAPONLESS COMBAT,TRUE,page-sweep,optional
cbt_damage,Damage Taken First,TRIGGERS,cbt_pummel_grapple,Ruined Attempt,earlier damage spoils the grapple,,UA,108,APPENDIX Q: WEAPONLESS COMBAT,TRUE,page-sweep,optional
rule_shield,Shield,EXCLUDED_FROM,cbt_pummel_grapple,Grappling Defence,shield gives no benefit,,UA,108,APPENDIX Q: WEAPONLESS COMBAT,TRUE,page-sweep,optional
item_magic_armor,Magical Armor Bonus,EXCLUDED_FROM,cbt_pummel_grapple,Grappling Defence,armor bonuses do not apply,,UA,108,APPENDIX Q: WEAPONLESS COMBAT,TRUE,page-sweep,optional
item_ring,Magical Rings and Bracers,MODIFIES,cbt_pummel_grapple,Grappling Defence,protection devices do apply,,UA,108,APPENDIX Q: WEAPONLESS COMBAT,TRUE,page-sweep,optional
cbt_pummel_grapple,Successful Grapple,EXCLUDES,cbt_damage,Damage,inflicts none,,UA,108,APPENDIX Q: WEAPONLESS COMBAT,TRUE,page-sweep,optional
cbt_pummel_grapple,Successful Grapple,CONSTRAINS,rule_declared_action,Victim Action,prevents further action that round,,UA,108,APPENDIX Q: WEAPONLESS COMBAT,TRUE,page-sweep,optional
cbt_pummel_grapple,Grappled Target,MODIFIES,cbt_tohit,To-Hit Roll,penalty to attack and easier to be hit,,UA,108,APPENDIX Q: WEAPONLESS COMBAT,TRUE,page-sweep,optional
cbt_pummel_grapple,Grappled Target,EXCLUDES,dex_defensive_adj,Dexterity Bonus,negated while held,,UA,108,APPENDIX Q: WEAPONLESS COMBAT,TRUE,page-sweep,optional
cbt_subdue,Subdual,OVERRIDES,cbt_subdue,DMG Subdual Rules,UA supersedes previously published material,,UA,109,APPENDIX R: NON-LETHAL COMBAT,TRUE,page-sweep,optional
monster_intelligence,Intelligence Range,GATES,cbt_subdue,Subdual,only low through genius intelligence creatures,,UA,109,APPENDIX R: NON-LETHAL COMBAT,TRUE,page-sweep,optional
rule_planar_travel,Extraplanar Origin,EXCLUDES,cbt_subdue,Subdual,cannot be subdued off their native plane,,UA,109,APPENDIX R: NON-LETHAL COMBAT,TRUE,page-sweep,optional
rule_player_character,Player Characters,EXCLUDED_FROM,cbt_subdue,Subdual,can never be subdued,,UA,109,APPENDIX R: NON-LETHAL COMBAT,TRUE,page-sweep,optional
sys_equipment,Weapon Orientation,GATES,cbt_subdue,Subdual,flat butt haft or pommel must be used,,UA,109,APPENDIX R: NON-LETHAL COMBAT,TRUE,page-sweep,optional
cbt_damage,Full Damage Attack,OVERRIDES,cbt_subdue,Subdual,negates all subdual accumulated so far,,UA,109,APPENDIX R: NON-LETHAL COMBAT,TRUE,page-sweep,optional
rule_spell_casting,Damage-Inflicting Spells,OVERRIDES,cbt_subdue,Subdual,negates accumulated subdual,,UA,109,APPENDIX R: NON-LETHAL COMBAT,TRUE,page-sweep,optional
cbt_subdue,Subdual Damage,TRIGGERS,cbt_morale,Submission,the creature ceases attacking when subdued,,UA,109,APPENDIX R: NON-LETHAL COMBAT,TRUE,page-sweep,optional
rule_deity,Non-Human Deities,FEEDS_INTO,rule_cleric_spells,Racial Clerics,demihuman pantheons for clerical magic,,UA,112,APPENDIX S: NON-HUMAN DEITIES,TRUE,page-sweep,optional
race,Race,GATES,rule_deity,Non-Human Deities,each demihuman race has its own pantheon,,UA,112,APPENDIX S: NON-HUMAN DEITIES,TRUE,page-sweep,optional
magic_item_determination,Revised Magic Item Table,OVERRIDES,magic_item_determination,DMG Determination Tables,UA revises the master table,,UA,84,RANDOM TREASURE DETERMINATION,TRUE,page-sweep,optional
magic_item_determination,Revised Table,GATES,item_magic_item,Expanded Subtables,each category gains a second table,,UA,84,RANDOM TREASURE DETERMINATION,TRUE,page-sweep,optional
item_egg_reason,Egg of Reason,TRIGGERS,save_poison,Saving Throw vs Poison,no bonuses permitted,,UA,100,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep,optional
item_egg_reason,Egg of Reason,TRIGGERS,death_character,Death,failure is fatal,,UA,100,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep,optional
spell_neutralize_poison,Neutralize Poison,EXCLUDED_FROM,item_egg_reason,Egg of Reason,the poison cannot be neutralised,,UA,100,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep,optional
item_egg_reason,Egg of Reason,MODIFIES,abil_intelligence,Intelligence,may raise the score,,UA,100,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep,optional
item_egg_reason,Egg of Reason,MODIFIES,abil_wisdom,Wisdom,may raise the score,,UA,100,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep,optional
sys_ability_scores,Current Score,CONSTRAINS,item_egg_reason,Egg of Reason,higher scores are far less likely to improve,,UA,100,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep,optional
spell_wish,Wish Diminishing Returns,FEEDS_INTO,item_egg_reason,Egg of Reason,scores above eighteen rise by a tenth at a time,,UA,100,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep,optional
tbl_race_maximums,Racial Limitations,CONSTRAINS,item_egg_reason,Egg of Reason,racial ceilings still apply,,UA,100,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep,optional
item_oil_timelessness,Oil of Timelessness,GATES,item_egg_reason,Egg of Reason,preserves the egg,,UA,100,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep,optional
rule_polearm,Pole Arms,DERIVED_FROM,wpn_stats,Weapon Statistics,nomenclature and family relationships,,UA,124,APPENDIX T: POLE ARMS,TRUE,page-sweep,optional
rule_polearm,Pike,CONSTRAINS,wpn_length,Weapon Length,defined by shaft length,,UA,124,Pike,TRUE,page-sweep,optional
rule_polearm,Pike,GATES,cbt_melee,Mass Formation,designed for use in massed ranks,,UA,124,Pike,TRUE,page-sweep,optional
rule_polearm,Lance,GATES,rule_mount,Mounted Combat,a horseman's weapon rather than a footman's,,UA,124,APPENDIX T: POLE ARMS,TRUE,page-sweep,optional
wpn_length,Lance Length,FEEDS_INTO,cbt_charge,Charge Reach,extends reach beyond the horse,,UA,124,APPENDIX T: POLE ARMS,TRUE,page-sweep,optional
sys_armor,Opponent Armor,MODIFIES,rule_polearm,Head Type,different heads for different armor,,UA,124,APPENDIX T: POLE ARMS,TRUE,page-sweep,optional
rule_deity,Elven Pantheon,DERIVED_FROM,rule_deity,Non-Human Deities,each race has its own gods,,UA,112,THE GODS OF THE ELVES,TRUE,page-sweep,optional
wpn_stats,Aklys,ALTERNATIVE_TO,cbt_missile,Missile or Melee,usable both ways and retrievable by thong,,UA,77,DESCRIPTIONS OF NEW WEAPON TYPES,TRUE,page-sweep,optional
wpn_stats,Aklys,TRIGGERS,rule_entanglement,Entanglement,a portion of hits entangle the target,,UA,77,DESCRIPTIONS OF NEW WEAPON TYPES,TRUE,page-sweep,optional
monster_size,Target Size,MODIFIES,rule_entanglement,Entanglement,larger targets may pull the thrower prone instead,,UA,77,DESCRIPTIONS OF NEW WEAPON TYPES,TRUE,page-sweep,optional
rule_entanglement,Entanglement,TRIGGERS,rule_prone,Prone or Dismounted,man-sized targets are jerked down,,UA,77,DESCRIPTIONS OF NEW WEAPON TYPES,TRUE,page-sweep,optional
rule_entanglement,Entanglement,CONSTRAINS,rule_declared_action,Action,a round must be spent disentangling,,UA,77,DESCRIPTIONS OF NEW WEAPON TYPES,TRUE,page-sweep,optional
cbt_damage,Cutting Damage,OVERRIDES,rule_entanglement,Entanglement,severing the thong frees the victim,,UA,77,DESCRIPTIONS OF NEW WEAPON TYPES,TRUE,page-sweep,optional
wpn_stats,Atlatl,MODIFIES,wpn_range,Range,leverage extends throwing distance,,UA,77,DESCRIPTIONS OF NEW WEAPON TYPES,TRUE,page-sweep,optional
wpn_stats,Atlatl,MODIFIES,cbt_tohit,To-Hit Roll,improved accuracy,,UA,77,DESCRIPTIONS OF NEW WEAPON TYPES,TRUE,page-sweep,optional
wpn_stats,Atlatl Javelin,EXCLUDES,cbt_damage,Reduced Damage,lighter javelins do full damage due to velocity,,UA,77,DESCRIPTIONS OF NEW WEAPON TYPES,TRUE,page-sweep,optional
wpn_stats,Blowgun,EXCLUDED_FROM,cbt_melee,Battlefield Use,fragile and impossible in a melee,,UA,77,DESCRIPTIONS OF NEW WEAPON TYPES,TRUE,page-sweep,optional
rule_distraction,Jostling,EXCLUDES,wpn_stats,Blowgun,any disturbance makes a hit impossible,,UA,77,DESCRIPTIONS OF NEW WEAPON TYPES,TRUE,page-sweep,optional
wpn_stats,Man Catcher,EXCLUDES,rule_shield,Shield Bonus,captured victim loses shield benefit,,UA,78,"ARMOR, ARMOR CLASS & WEAPONS",TRUE,page-sweep,optional
wpn_stats,Man Catcher,EXCLUDES,dex_defensive_adj,Dexterity Bonus,captured victim loses dexterity benefit,,UA,78,"ARMOR, ARMOR CLASS & WEAPONS",TRUE,page-sweep,optional
wpn_stats,Man Catcher,MODIFIES,hit_points,Hit Points,automatic damage per round while held,,UA,78,"ARMOR, ARMOR CLASS & WEAPONS",TRUE,page-sweep,optional
wpn_stats,Man Catcher,TRIGGERS,rule_prone,Prone,chance of being pulled off the feet,,UA,78,"ARMOR, ARMOR CLASS & WEAPONS",TRUE,page-sweep,optional
str_bend_bars,Bend Bars,OVERRIDES,wpn_stats,Man Catcher,a successful roll breaks the victim free,,UA,78,"ARMOR, ARMOR CLASS & WEAPONS",TRUE,page-sweep,optional
str_bend_bars,Escape Attempt,MODIFIES,hit_points,Hit Points,damage taken per attempt,unless gloved,UA,78,"ARMOR, ARMOR CLASS & WEAPONS",TRUE,page-sweep,optional
cbt_damage,Cutting the Pole,OVERRIDES,wpn_stats,Man Catcher,allies may hack through the shaft,,UA,78,"ARMOR, ARMOR CLASS & WEAPONS",TRUE,page-sweep,optional
wpn_stats,Sap,TRIGGERS,rule_unconsciousness,Unconsciousness,concusses the target,,UA,78,"ARMOR, ARMOR CLASS & WEAPONS",TRUE,page-sweep,optional
rule_helmet,Head Covering,EXCLUDES,rule_unconsciousness,Sap Knockout,any helm negates the chance entirely,,UA,78,"ARMOR, ARMOR CLASS & WEAPONS",TRUE,page-sweep,optional
abil_strength,Strength,MODIFIES,rule_unconsciousness,Sap Knockout,chance scales per point of strength,,UA,78,"ARMOR, ARMOR CLASS & WEAPONS",TRUE,page-sweep,optional
str_exceptional,Exceptional Strength,OVERRIDES,rule_unconsciousness,Sap Knockout,guarantees unconsciousness,,UA,78,"ARMOR, ARMOR CLASS & WEAPONS",TRUE,page-sweep,optional
rule_hit_location,Head Strike,GATES,rule_unconsciousness,Sap Knockout,only head blows can concuss,,UA,78,"ARMOR, ARMOR CLASS & WEAPONS",TRUE,page-sweep,optional
item_elixir_health,Elixir of Health,OVERRIDES,rule_disease,Disease,cures affliction,,UA,90,POTIONS (III.A.2.),TRUE,page-sweep,optional
item_elixir_health,Elixir of Health,OVERRIDES,rule_insanity,Insanity,cures madness,,UA,90,POTIONS (III.A.2.),TRUE,page-sweep,optional
item_elixir_health,Elixir of Health,OVERRIDES,tbl_parasite,Parasitic Infestation,cures infestation,,UA,90,POTIONS (III.A.2.),TRUE,page-sweep,optional
item_elixir_health,Elixir of Health,OVERRIDES,save_poison,Poisoning,cures poisoning,,UA,90,POTIONS (III.A.2.),TRUE,page-sweep,optional
item_elixir_health,Elixir of Health,OVERRIDES,ex_light_vision,Blindness,cures blindness and deafness,,UA,90,POTIONS (III.A.2.),TRUE,page-sweep,optional
item_elixir_health,Elixir of Health,EXCLUDES,hit_points,Hit Points,restores no lost points,,UA,90,POTIONS (III.A.2.),TRUE,page-sweep,optional
item_elixir_health,Partial Dose,CONSTRAINS,item_elixir_health,Elixir of Health,half a flask cures only one or two afflictions,,UA,90,POTIONS (III.A.2.),TRUE,page-sweep,optional
item_elixir_life,Elixir of Life,OVERRIDES,death_character,Death,restores life within a narrow window,,UA,90,POTIONS (III.A.2.),TRUE,page-sweep,optional
rule_time,Time Since Death,CONSTRAINS,item_elixir_life,Elixir of Life,must be administered within a few rounds,,UA,90,POTIONS (III.A.2.),TRUE,page-sweep,optional
hit_points,Negative Hit Points,GATES,item_elixir_life,Elixir of Life,works only within a proportion of total hit points,,UA,90,POTIONS (III.A.2.),TRUE,page-sweep,optional
item_elixir_life,Elixir of Life,CONSUMES,rule_time,Rest,a day of rest per negative hit point neutralised,,UA,90,POTIONS (III.A.2.),TRUE,page-sweep,optional
spell_cure_light_wounds,Curative Spells,OVERRIDES,rule_time,Required Rest,healing magic offsets rest days by spell power,,UA,90,POTIONS (III.A.2.),TRUE,page-sweep,optional
item_elixir_life,Elixir of Life,GATES,race,Demi-Humans,affects demihumans as well,,UA,90,POTIONS (III.A.2.),TRUE,page-sweep,optional
item_elixir_madness,Elixir of Madness,TRIGGERS,rule_insanity,Insanity,a single sip causes madness,,UA,90,POTIONS (III.A.2.),TRUE,page-sweep,optional
item_elixir_madness,Elixir of Madness,CONSTRAINS,item_elixir_madness,Elixir of Madness,the whole flask is spent on one victim,,UA,90,POTIONS (III.A.2.),TRUE,page-sweep,optional
item_boots_varied_tracks,Boots of Varied Tracks,MODIFIES,rule_disguise,Tracks,alters the wearer's footprints,,UA,98,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep,optional
item_boots_varied_tracks,Boots of Varied Tracks,CONSTRAINS,class_ranger,Tracking,defeats pursuit by track,,UA,98,TREASURE (MISCELLANEOUS MAGIC),FALSE,page-sweep,optional
monster_size,Track Size,FEEDS_INTO,item_boots_varied_tracks,Boots of Varied Tracks,prints from halfling to ogre scale,,UA,98,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep,optional
item_boots_winged,Winged Boots,GATES,rule_aerial_travel,Flight,wearer flies without concentration,,UA,98,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep,optional
item_boots_winged,Winged Boots,CONSTRAINS,rule_time,Daily Duration,limited flying time per day,,UA,98,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep,optional
rule_time,Uninterrupted Non-Use,MODIFIES,item_boots_winged,Winged Boots,recharge rate per rest period,,UA,98,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep,optional
item_boots_winged,Overuse,TRIGGERS,ex_falling,Slow Descent,power fades gradually rather than failing outright,,UA,98,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep,optional
spell_detect_magic,Detect Magic,FEEDS_INTO,item_boots_winged,Winged Boots,radiates enchantment and alteration,,UA,98,TREASURE (MISCELLANEOUS MAGIC),TRUE,page-sweep,optional
spell_melfs_minute_meteors,Melf's Minute Meteors,ALTERNATIVE_TO,rule_declared_action,Discharge Mode,two firing options chosen at casting,,UA,56,MAGIC-USER SPELLS (3RD LEVEL),TRUE,page-sweep,optional
rule_declared_action,Discharge Mode,CONSTRAINS,spell_melfs_minute_meteors,Melf's Minute Meteors,the choice cannot be reversed,,UA,56,MAGIC-USER SPELLS (3RD LEVEL),TRUE,page-sweep,optional
spell_melfs_minute_meteors,Slow Discharge,GATES,rule_spell_casting,Concurrent Casting,permits another spell in the same round,,UA,56,MAGIC-USER SPELLS (3RD LEVEL),TRUE,page-sweep,optional
rule_spell_casting,Concentration-Requiring Spell,EXCLUDES,spell_melfs_minute_meteors,Remaining Missiles,the original spell is involuntarily forgone,,UA,56,MAGIC-USER SPELLS (3RD LEVEL),TRUE,page-sweep,optional
rule_player_knowledge,Mental Count,GATES,spell_melfs_minute_meteors,Remaining Missiles,losing count forfeits the remainder,,UA,56,MAGIC-USER SPELLS (3RD LEVEL),TRUE,page-sweep,optional
time_segment_round_turn,Segments,CONSTRAINS,spell_melfs_minute_meteors,Firing Rate,one missile per two segments,,UA,56,MAGIC-USER SPELLS (3RD LEVEL),TRUE,page-sweep,optional
spell_contingency,Contingency,GATES,rule_spell_casting,Triggered Casting,a second spell fires on a prescribed condition,,UA,60,MAGIC-USER SPELLS (6TH LEVEL),TRUE,page-sweep,optional
exp_level,Caster Level,CONSTRAINS,spell_contingency,Companion Spell Level,capped at a third of caster level,,UA,60,MAGIC-USER SPELLS (6TH LEVEL),TRUE,page-sweep,optional
spell_contingency,Companion Spell,CONSTRAINS,rule_spell_casting,Target,must affect the caster's own person,,UA,60,MAGIC-USER SPELLS (6TH LEVEL),TRUE,page-sweep,optional
spell_contingency,Contingency,CONSTRAINS,spell_contingency,Contingency,only one may be active at a time,,UA,60,MAGIC-USER SPELLS (6TH LEVEL),TRUE,page-sweep,optional
spell_contingency,Second Contingency,OVERRIDES,spell_contingency,Active Contingency,cancels the first,,UA,60,MAGIC-USER SPELLS (6TH LEVEL),TRUE,page-sweep,optional
rule_dm_discretion,Convoluted Conditions,TRIGGERS,rule_spell_failure,Spell Failure,over-complex prescriptions may fail entirely,,UA,60,MAGIC-USER SPELLS (6TH LEVEL),TRUE,page-sweep,optional
ex_falling,Falling,TRIGGERS,spell_contingency,Feather Fall,a typical prescribed trigger,,UA,60,MAGIC-USER SPELLS (6TH LEVEL),TRUE,page-sweep,optional
spell_ensnarement,Ensnarement,TRIGGERS,monster_demon_devil,Called Creature,draws a being from another plane,,UA,60,MAGIC-USER SPELLS (6TH LEVEL),TRUE,page-sweep,optional
spell_imprisonment,Maze or Cage Spell,CONSUMES,tbl_gem_value,Diamond,a costly gem is expended at memorisation,,UA,62,MAGIC-USER SPELLS (7TH LEVEL),TRUE,page-sweep,optional
rule_spell_memorization,Memorization,CONSUMES,tbl_gem_value,Diamond Dust,the component is spent during study not casting,,UA,62,MAGIC-USER SPELLS (7TH LEVEL),TRUE,page-sweep,optional
spell_mordenkainens_mansion,Mordenkainen's Magnificent Mansion,GATES,rule_planar_travel,Extra-Dimensional Space,conjures a dwelling outside the plane,,UA,62,MAGIC-USER SPELLS (7TH LEVEL),TRUE,page-sweep,optional
spell_mordenkainens_mansion,Mansion Portal,CONSTRAINS,rule_declared_action,Entry,the caster controls who may enter,,UA,62,MAGIC-USER SPELLS (7TH LEVEL),TRUE,page-sweep,optional
exp_level,Caster Level,MODIFIES,spell_mordenkainens_mansion,Area of Effect,size scales with level,,UA,62,MAGIC-USER SPELLS (7TH LEVEL),TRUE,page-sweep,optional
spell_mordenkainens_mansion,Mansion,GATES,rule_rest,Rest and Recovery,a secure refuge for resting,,UA,62,MAGIC-USER SPELLS (7TH LEVEL),FALSE,page-sweep,optional
spell_cantrip,Dim Cantrip,MODIFIES,rule_light_source,Light Sources,halves radiance for a round,,UA,66,ILLUSIONIST SPELLS (CANTRIPS),TRUE,page-sweep,optional
spell_cantrip,Dim Cantrip,MODIFIES,spell_light,Light Spells,dims magical light as well,,UA,66,ILLUSIONIST SPELLS (CANTRIPS),TRUE,page-sweep,optional
rule_light_source,Light Source Type,CONSTRAINS,spell_cantrip,Dim Cantrip,quantity affected varies by source,,UA,66,ILLUSIONIST SPELLS (CANTRIPS),TRUE,page-sweep,optional
spell_cantrip,Haze Cantrip,MODIFIES,cbt_tohit,Missile To-Hit,penalty against screened targets,,UA,66,ILLUSIONIST SPELLS (CANTRIPS),TRUE,page-sweep,optional
spell_cantrip,Haze Cantrip,MODIFIES,save_matrix,Saving Throw,bonus to the screened target,,UA,66,ILLUSIONIST SPELLS (CANTRIPS),TRUE,page-sweep,optional
spell_cantrip,Haze Cantrip,OVERRIDES,save_matrix,No Save Allowed,grants a save where none normally exists,,UA,66,ILLUSIONIST SPELLS (CANTRIPS),TRUE,page-sweep,optional
spell_wraithform,Wraithform,MODIFIES,item_magic_weapon,Weapon Threshold,struck only by magic weapons,,UA,69,ILLUSIONIST SPELLS,TRUE,page-sweep,optional
spell_wraithform,Wraithform,MODIFIES,monster_undead,Undead Recognition,most undead mistake the caster for one of their own,,UA,69,ILLUSIONIST SPELLS,TRUE,page-sweep,optional
monster_undead,Lich or Special Undead,OVERRIDES,spell_wraithform,Undead Recognition,may save to see through the disguise,,UA,69,ILLUSIONIST SPELLS,TRUE,page-sweep,optional
spell_wraithform,Wraithform,GATES,ex_movement_rate,Passing Through Cracks,insubstantial movement through narrow openings,,UA,69,ILLUSIONIST SPELLS,TRUE,page-sweep,optional
spell_wraithform,Wraithform,EXCLUDES,cbt_melee,Attacking,no attack is possible while insubstantial,,UA,69,ILLUSIONIST SPELLS,TRUE,page-sweep,optional
rule_planar_travel,Ethereal Plane,OVERRIDES,spell_wraithform,Attack Restriction,attacks are normal both ways against ethereal creatures,,UA,69,ILLUSIONIST SPELLS,TRUE,page-sweep,optional
spell_dispel_magic,Dispel Magic,OVERRIDES,spell_wraithform,Wraithform,forces a return to normal form,,UA,69,ILLUSIONIST SPELLS,TRUE,page-sweep,optional
spell_wraithform,Voluntary Return,CONSTRAINS,spell_wraithform,Wraithform,returning to normal ends the spell,,UA,69,ILLUSIONIST SPELLS,TRUE,page-sweep,optional
class_illusionist,Illusionist,GATES,spell_cantrip,Illusionist Cantrips,a separate cantrip list,,UA,66,ILLUSIONIST SPELLS (CANTRIPS),TRUE,page-sweep,optional
item_rod_alertness,Rod of Alertness,DERIVED_FROM,cursed_item,Disguised Item,indistinguishable from an ordinary magic mace,,UA,94,RODS (III.D.),TRUE,page-sweep,optional
item_rod_alertness,Rod of Alertness,MODIFIES,cbt_surprise,Surprise,bonus to the possessor's roll,,UA,94,RODS (III.D.),TRUE,page-sweep,optional
item_rod_alertness,Rod of Alertness,MODIFIES,cbt_initiative,Initiative,bonus to the roll,,UA,94,RODS (III.D.),TRUE,page-sweep,optional
item_rod_alertness,Rod of Alertness,GATES,rule_detection,Detection Powers,alignment evil good illusion invisibility lie and magic,,UA,94,RODS (III.D.),TRUE,page-sweep,optional
rule_detection,Detection Powers,EXCLUDED_FROM,rule_charges,Charges,detection expends none,,UA,94,RODS (III.D.),TRUE,page-sweep,optional
item_rod_alertness,Planted Rod,TRIGGERS,rule_detection,Hostile Intent,senses creatures intending harm,,UA,94,RODS (III.D.),TRUE,page-sweep,optional
item_rod_alertness,Planted Rod,FEEDS_INTO,rule_light,Light,casts light along the cardinal directions,,UA,94,RODS (III.D.),TRUE,page-sweep,optional
item_rod_alertness,Planted Rod,TRIGGERS,spell_prayer,Prayer,affects friendly creatures nearby,,UA,94,RODS (III.D.),TRUE,page-sweep,optional
item_rod_alertness,Planted Rod,TRIGGERS,rule_communication,Mental Alert,warns allies of danger,,UA,94,RODS (III.D.),TRUE,page-sweep,optional
item_rod_alertness,Planted Rod,TRIGGERS,gen_random_encounter,Animated Objects,animates designated objects around it,,UA,94,RODS (III.D.),TRUE,page-sweep,optional
rule_charges,Charges,CONSTRAINS,item_rod_alertness,Rod of Alertness,most functions cost charges,,UA,94,RODS (III.D.),TRUE,page-sweep,optional
class_druid,Druid,GATES,item_staff_slinging,Staff of Slinging,the slinging power works only for druids,,UA,95,STAVES (III.D.2.),TRUE,page-sweep,optional
item_staff_slinging,Staff of Slinging,GATES,cbt_missile,Missile Discharge,hurls adhered objects,,UA,95,STAVES (III.D.2.),TRUE,page-sweep,optional
